temperature,hour,is_peak_hour,is_weekend,traffic_signal,lanes,festival,risk_score,weather_fog,weather_rain,visibility_low,visibility_medium,traffic_density_low,traffic_density_medium,road_type_rural,road_type_urban
32,12,0,1,1,6,0,0.45,1,0,1,0,1,0,0,0
15,19,1,1,0,5,0,0.6,1,0,1,0,1,0,0,0
35,10,1,0,0,4,0,0.6,1,0,1,0,0,1,0,0
28,6,0,0,0,2,0,0.1,0,0,0,0,1,0,0,0
28,1,0,1,0,3,0,0.3,0,0,0,0,0,0,1,0
33,7,0,0,1,5,0,0.45,0,1,1,0,1,0,0,1
40,3,0,0,1,2,0,0.3,0,0,0,0,1,0,1,0
20,18,1,1,1,4,0,0.8,1,0,1,0,0,0,0,1
31,18,1,0,1,3,0,0.8,1,0,1,0,0,0,1,0
26,0,0,1,1,6,0,0.45,0,1,0,1,1,0,0,1
18,19,1,1,0,4,0,0.6,0,1,0,1,0,0,0,0
25,17,1,0,1,3,0,0.45,0,0,0,0,0,0,0,0
25,16,0,0,1,3,0,0.45,1,0,1,0,1,0,0,1
21,5,0,0,0,5,0,0.65,1,0,1,0,0,0,1,0
16,0,0,0,1,4,0,0.25,0,1,0,1,1,0,0,0
22,16,0,0,1,5,0,0.1,0,0,0,0,0,1,0,1
40,5,0,0,1,5,0,0.1,0,0,0,0,1,0,1,0
30,10,1,0,1,4,0,0.6,0,1,0,1,0,0,0,1
38,9,1,0,1,3,0,0.6,0,1,0,1,0,0,0,1
18,5,0,0,1,1,0,0.45,0,1,1,0,0,1,0,1
37,13,0,0,0,6,0,0.45,0,1,1,0,0,1,0,0
17,16,0,1,0,2,0,0.45,0,1,1,0,0,1,0,0
33,1,0,1,1,1,0,0.25,0,1,0,1,0,1,0,1
34,12,0,0,0,1,0,0.65,0,1,1,0,0,0,1,0
32,15,0,0,0,4,0,0.25,0,1,0,1,1,0,0,0
23,1,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0
31,13,0,0,1,1,0,0.45,0,1,0,1,0,0,1,0
15,1,0,0,0,1,0,0.45,0,1,1,0,0,1,1,0
23,7,0,0,1,6,0,0.45,1,0,1,0,1,0,1,0
22,14,0,0,0,3,0,0.3,0,0,0,0,0,0,0,0
37,20,0,1,0,2,0,0.25,0,1,0,1,0,1,1,0
22,12,0,0,1,4,0,0.25,0,1,0,1,1,0,0,1
38,17,1,0,1,4,0,0.8,0,1,0,1,0,0,0,0
24,20,0,0,0,2,0,0.1,0,0,0,0,1,0,0,1
17,20,0,0,1,4,0,0.1,0,0,0,0,0,1,0,0
15,22,0,1,0,3,0,0.3,0,0,0,0,0,0,0,0
34,3,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
24,18,1,0,1,6,0,0.8,0,1,1,0,0,0,0,1
25,18,1,0,0,2,0,1.0,1,0,1,0,0,0,0,1
25,0,0,1,1,6,0,0.45,1,0,1,0,1,0,1,0
20,14,0,1,0,2,0,0.65,0,1,1,0,0,0,0,0
15,17,1,0,0,3,0,0.8,1,0,1,0,0,0,1,0
33,7,0,0,0,1,0,0.45,0,1,0,1,0,0,0,0
40,22,0,1,1,3,0,0.45,1,0,1,0,1,0,1,0
32,13,0,1,0,1,0,0.45,1,0,1,0,0,1,1,0
33,19,1,0,1,6,0,0.6,0,1,0,1,0,0,1,0
17,15,0,0,1,4,0,0.45,0,1,1,0,1,0,0,1
19,16,0,0,1,5,0,0.45,1,0,1,0,1,0,0,0
38,2,0,0,0,6,0,0.1,0,0,0,0,1,0,0,1
15,23,0,0,1,4,0,0.25,0,1,0,1,1,0,0,1
20,21,0,1,1,1,0,0.45,0,1,1,0,0,1,0,0
38,0,0,0,1,6,0,0.45,1,0,1,0,1,0,1,0
21,2,0,0,1,3,0,0.1,0,0,0,0,1,0,1,0
38,11,0,0,0,1,0,0.45,0,1,1,0,0,1,0,0
22,18,1,1,0,1,0,0.25,0,0,0,0,0,1,1,0
40,3,0,1,1,3,0,0.1,0,0,0,0,1,0,1,0
15,11,0,0,0,5,0,0.25,0,1,0,1,1,0,0,0
21,19,1,0,0,6,0,0.6,0,1,0,1,0,0,1,0
18,15,0,0,1,5,0,0.1,0,0,0,0,0,1,1,0
19,12,0,0,0,3,0,0.1,0,0,0,0,1,0,1,0
20,23,0,1,1,6,0,0.45,1,0,1,0,0,1,0,1
27,12,0,0,1,1,0,0.25,0,1,0,1,1,0,0,1
24,20,0,0,0,4,0,0.65,1,0,1,0,0,1,0,1
32,18,1,0,1,1,0,1.0,0,1,1,0,0,0,1,0
34,17,1,0,1,3,0,0.6,0,1,0,1,0,0,0,0
28,9,1,0,0,4,0,0.6,0,1,0,1,0,0,0,1
18,21,0,0,1,5,0,0.3,0,0,0,0,0,0,0,0
34,2,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
20,9,1,1,1,6,0,0.8,1,0,1,0,0,0,1,0
38,1,0,0,0,2,0,0.1,0,0,0,0,1,0,1,0
26,4,0,0,1,6,0,0.45,1,0,1,0,0,1,0,1
21,5,0,0,1,6,0,0.45,0,1,0,1,0,1,0,0
22,2,0,0,0,1,0,0.45,1,0,1,0,1,0,0,0
36,4,0,0,1,5,0,0.65,1,0,1,0,1,0,1,0
34,9,1,1,0,5,0,0.8,1,0,1,0,0,0,0,0
28,3,0,0,0,6,0,0.1,0,0,0,0,1,0,0,1
34,7,0,0,0,1,0,0.45,0,1,0,1,0,1,1,0
26,9,1,0,0,2,0,0.6,0,1,1,0,0,1,0,1
28,11,0,1,1,3,0,0.45,0,1,1,0,0,1,0,1
27,0,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
16,0,0,0,1,3,0,0.1,0,0,0,0,1,0,0,1
16,21,0,1,1,5,0,0.65,1,0,1,0,0,0,1,0
21,8,1,0,1,1,0,0.6,1,0,1,0,0,1,0,1
18,15,0,0,1,3,0,0.3,0,0,0,0,1,0,1,0
28,22,0,0,1,1,0,0.3,0,0,0,0,0,0,0,0
39,1,0,0,0,5,0,0.45,0,1,1,0,1,0,0,0
36,4,0,0,1,5,0,0.25,0,1,0,1,1,0,0,1
36,12,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
28,17,1,0,1,1,0,0.6,0,1,0,1,0,0,1,0
21,14,0,0,1,2,0,0.25,0,1,0,1,0,1,1,0
36,18,1,1,1,1,0,0.6,0,1,0,1,0,0,0,0
35,22,0,0,0,5,0,0.25,0,1,0,1,1,0,1,0
30,17,1,1,0,6,0,0.8,0,1,1,0,0,0,0,0
26,22,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
17,12,0,0,1,6,0,0.65,0,1,1,0,0,1,0,1
21,17,1,0,1,1,0,0.8,1,0,1,0,0,0,0,0
16,10,1,1,1,3,0,0.8,0,1,1,0,0,1,0,0
39,10,1,0,0,5,0,0.6,1,0,1,0,0,1,0,1
34,10,1,0,0,2,0,1.0,1,0,1,0,0,0,1,0
35,3,0,0,0,2,0,0.45,0,1,1,0,1,0,0,0
37,9,1,0,1,1,0,0.8,1,0,1,0,0,0,0,0
37,13,0,0,1,4,0,0.45,0,1,1,0,0,1,0,1
27,13,0,0,0,5,0,0.1,0,0,0,0,0,1,0,1
32,7,0,0,0,6,0,0.85,1,0,1,0,0,0,1,0
32,19,1,0,0,1,0,0.45,0,0,0,0,0,1,0,0
16,2,0,0,0,3,0,0.1,0,0,0,0,0,1,0,1
16,23,0,0,1,3,0,0.1,0,0,0,0,1,0,0,1
39,9,1,1,0,5,0,0.6,0,1,1,0,1,0,0,0
26,16,0,0,1,5,0,0.1,0,0,0,0,1,0,1,0
32,4,0,1,1,5,0,0.25,0,1,0,1,1,0,0,1
35,22,0,0,0,1,0,0.3,0,0,0,0,0,0,0,0
29,4,0,1,0,4,0,0.3,0,0,0,0,1,0,0,1
38,16,0,0,1,5,0,0.65,1,0,1,0,0,1,0,0
31,13,0,0,1,3,0,0.65,1,0,1,0,1,0,0,1
37,17,1,0,1,6,0,0.6,1,0,1,0,1,0,0,0
29,18,1,1,1,5,0,0.25,0,0,0,0,0,1,0,1
38,8,1,1,1,5,0,0.45,0,0,0,0,0,0,0,0
26,22,0,0,1,6,0,0.3,0,0,0,0,0,0,0,1
23,18,1,1,1,4,0,0.45,0,0,0,0,0,0,0,0
24,6,0,0,0,4,0,0.65,1,0,1,0,1,0,1,0
32,17,1,1,0,3,0,0.8,1,0,1,0,0,0,0,0
39,4,0,0,1,2,0,0.45,1,0,1,0,0,1,0,0
19,14,0,0,1,1,0,0.1,0,0,0,0,0,1,0,1
40,3,0,1,0,5,0,0.45,0,1,1,0,1,0,0,1
25,2,0,0,1,1,0,0.1,0,0,0,0,1,0,0,0
40,12,0,0,0,3,0,0.25,0,1,0,1,0,1,0,0
39,17,1,1,1,6,0,0.4,0,1,0,1,0,1,1,0
39,19,1,0,1,3,0,0.6,1,0,1,0,1,0,0,0
15,18,1,0,1,6,0,0.25,0,0,0,0,0,1,1,0
26,12,0,0,0,6,0,0.3,0,0,0,0,0,0,0,1
31,22,0,0,1,3,0,0.65,1,0,1,0,1,0,0,0
21,0,0,1,0,3,0,0.45,0,1,1,0,1,0,0,0
40,5,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
24,6,0,0,1,2,0,0.25,0,1,0,1,0,1,0,1
30,21,0,1,1,6,0,0.45,0,1,0,1,0,0,1,0
28,11,0,1,1,3,0,0.1,0,0,0,0,1,0,0,0
15,4,0,1,1,3,0,0.25,0,1,0,1,1,0,0,0
19,19,1,0,1,6,0,0.6,0,1,0,1,0,0,1,0
29,9,1,0,0,5,0,0.8,1,0,1,0,0,0,1,0
34,2,0,1,0,5,0,0.45,0,1,1,0,1,0,1,0
30,3,0,1,0,5,0,0.65,0,1,1,0,1,0,0,0
23,3,0,1,1,3,0,0.45,1,0,1,0,0,1,0,0
27,18,1,0,1,3,0,0.6,0,1,0,1,0,0,1,0
21,11,0,1,0,1,0,0.25,0,1,0,1,1,0,1,0
34,21,0,0,1,3,0,0.1,0,0,0,0,1,0,1,0
32,3,0,0,0,2,0,0.45,0,1,1,0,1,0,0,0
34,14,0,0,1,6,0,0.65,0,1,1,0,0,0,0,0
16,3,0,0,0,1,0,0.45,0,1,1,0,1,0,1,0
34,13,0,1,1,1,0,0.65,1,0,1,0,0,0,0,0
22,22,0,1,1,1,0,0.45,0,1,0,1,0,1,0,0
35,2,0,0,0,6,0,0.65,1,0,1,0,0,1,0,0
16,0,0,0,0,2,0,0.45,0,1,1,0,1,0,0,1
20,7,0,0,1,1,0,0.3,0,0,0,0,1,0,1,0
23,14,0,1,1,3,0,0.3,0,0,0,0,1,0,0,1
27,14,0,0,0,3,0,0.45,1,0,1,0,0,1,0,0
22,1,0,0,1,5,0,0.65,1,0,1,0,1,0,0,1
24,5,0,1,1,1,0,0.45,1,0,1,0,0,1,1,0
39,14,0,0,1,1,0,0.3,0,0,0,0,0,0,1,0
16,19,1,0,0,3,0,0.8,1,0,1,0,0,0,1,0
32,7,0,0,1,5,0,0.25,0,1,0,1,1,0,0,0
33,6,0,0,1,2,0,0.65,0,1,1,0,0,0,0,0
25,10,1,0,0,5,0,0.8,0,1,1,0,0,0,0,1
27,11,0,1,1,1,0,0.65,0,1,1,0,0,1,0,0
38,15,0,0,0,3,0,0.45,0,1,1,0,0,1,1,0
30,6,0,0,0,2,0,0.1,0,0,0,0,1,0,0,0
27,2,0,0,0,2,0,0.1,0,0,0,0,1,0,1,0
34,3,0,0,0,5,0,0.25,0,1,0,1,0,1,0,0
27,21,0,1,0,2,0,0.3,0,0,0,0,1,0,0,1
22,6,0,0,1,2,0,0.45,0,1,0,1,0,0,1,0
16,0,0,1,0,4,0,0.1,0,0,0,0,1,0,0,1
36,11,0,1,1,4,0,0.65,1,0,1,0,0,1,0,0
39,13,0,0,0,4,0,0.65,1,0,1,0,0,0,1,0
16,8,1,0,1,5,0,0.45,0,0,0,0,0,0,1,0
31,6,0,1,1,2,0,0.45,0,1,1,0,0,1,1,0
18,11,0,1,0,5,0,0.65,0,1,1,0,0,0,1,0
38,2,0,0,0,1,0,0.25,0,1,0,1,1,0,0,0
21,10,1,0,1,6,0,0.8,0,1,1,0,0,0,0,1
33,8,1,0,0,4,0,0.6,1,0,1,0,0,1,1,0
24,9,1,0,1,5,0,0.4,0,1,0,1,0,1,0,1
19,10,1,0,0,2,0,0.25,0,0,0,0,0,1,0,1
36,15,0,0,0,3,0,0.1,0,0,0,0,1,0,1,0
15,0,0,0,0,5,0,0.1,0,0,0,0,1,0,0,1
17,7,0,1,1,1,0,0.45,0,1,0,1,0,0,0,1
20,20,0,0,1,1,0,0.45,1,0,1,0,0,1,0,0
27,8,1,0,1,3,0,0.6,0,1,0,1,0,0,0,1
39,17,1,0,1,6,0,0.65,0,0,0,0,0,0,1,0
40,3,0,0,1,4,0,0.1,0,0,0,0,0,1,0,0
24,1,0,1,0,6,0,0.45,1,0,1,0,1,0,0,0
26,23,0,1,1,2,0,0.85,1,0,1,0,0,0,1,0
33,11,0,1,0,2,0,0.45,1,0,1,0,0,1,1,0
27,23,0,1,0,3,0,0.45,0,1,0,1,1,0,0,1
25,21,0,0,0,4,0,0.65,0,1,1,0,0,0,1,0
36,4,0,0,1,4,0,0.45,0,1,1,0,1,0,0,1
25,1,0,0,1,4,0,0.45,0,1,0,1,0,0,0,1
17,12,0,0,1,3,0,0.65,1,0,1,0,0,0,1,0
24,19,1,0,0,3,0,0.8,0,1,1,0,0,0,1,0
28,17,1,0,1,6,0,0.8,1,0,1,0,0,1,1,0
39,22,0,1,1,3,0,0.3,0,0,0,0,0,0,0,0
21,2,0,0,0,1,0,0.65,0,1,1,0,1,0,0,1
27,13,0,0,0,2,0,0.65,0,1,1,0,0,0,0,1
15,6,0,0,1,2,0,0.45,0,1,0,1,0,0,1,0
28,9,1,0,0,4,0,0.25,0,0,0,0,0,1,1,0
30,21,0,0,1,2,0,0.65,1,0,1,0,0,1,0,1
20,4,0,0,0,3,0,0.3,0,0,0,0,1,0,0,1
25,2,0,0,1,5,0,0.25,0,1,0,1,1,0,0,1
15,2,0,0,1,6,0,0.45,1,0,1,0,1,0,0,0
39,20,0,0,1,3,0,0.45,1,0,1,0,1,0,1,0
18,9,1,0,0,2,0,0.6,1,0,1,0,0,1,1,0
32,17,1,0,0,3,0,0.45,0,0,0,0,0,0,0,1
36,16,0,1,0,6,0,0.1,0,0,0,0,1,0,0,1
39,16,0,0,1,5,0,0.85,1,0,1,0,0,0,0,0
33,6,0,1,0,1,0,0.45,1,0,1,0,0,1,1,0
40,21,0,0,1,2,0,0.45,1,0,1,0,1,0,0,0
16,1,0,0,1,1,0,0.65,1,0,1,0,0,0,0,1
36,16,0,0,1,6,0,0.25,0,1,0,1,1,0,0,1
18,23,0,0,0,6,0,0.45,1,0,1,0,1,0,1,0
21,2,0,0,1,6,0,0.45,1,0,1,0,0,1,1,0
34,9,1,0,1,5,0,0.8,0,1,1,0,0,0,1,0
24,15,0,1,1,5,0,0.45,0,1,1,0,0,1,1,0
36,23,0,0,0,1,0,0.3,0,0,0,0,0,1,0,1
22,1,0,0,1,5,0,0.25,0,1,0,1,1,0,0,1
24,18,1,0,1,6,0,0.45,0,0,0,0,0,0,1,0
17,1,0,0,0,2,0,0.1,0,0,0,0,1,0,0,1
33,1,0,1,0,6,0,0.45,0,1,1,0,1,0,0,1
15,13,0,0,0,4,0,0.45,0,1,1,0,1,0,0,1
26,11,0,0,0,6,0,0.45,1,0,1,0,1,0,0,0
38,16,0,0,0,4,0,0.45,0,1,1,0,0,1,0,1
40,3,0,0,0,2,0,0.45,1,0,1,0,1,0,0,0
33,8,1,0,1,4,0,0.25,0,0,0,0,0,1,0,0
40,17,1,0,1,2,0,0.6,0,1,0,1,0,0,0,0
30,2,0,0,0,4,0,0.1,0,0,0,0,1,0,0,0
32,21,0,0,1,1,0,0.3,0,0,0,0,0,1,0,1
34,11,0,0,0,6,0,0.45,0,1,1,0,1,0,0,1
15,12,0,1,1,2,0,0.3,0,0,0,0,0,0,1,0
39,0,0,0,1,3,0,0.1,0,0,0,0,1,0,0,1
16,23,0,0,0,4,0,0.25,0,1,0,1,1,0,0,0
34,15,0,1,0,4,0,0.3,0,0,0,0,1,0,0,1
22,11,0,1,0,3,0,0.1,0,0,0,0,1,0,0,0
28,7,0,1,0,6,0,0.65,1,0,1,0,0,0,0,1
21,12,0,0,1,3,0,0.45,1,0,1,0,0,1,1,0
38,6,0,1,1,6,0,0.65,1,0,1,0,1,0,0,0
31,1,0,0,1,6,0,0.45,1,0,1,0,1,0,0,1
37,18,1,0,0,6,0,0.8,1,0,1,0,0,0,0,1
37,0,0,0,0,5,0,0.65,1,0,1,0,0,0,0,1
39,9,1,0,1,6,0,0.25,0,0,0,0,0,1,1,0
19,2,0,0,1,2,0,0.1,0,0,0,0,1,0,1,0
26,8,1,0,0,4,0,0.8,1,0,1,0,0,0,0,0
26,13,0,0,0,1,0,0.45,1,0,1,0,0,1,0,1
35,3,0,1,0,5,0,0.45,0,1,1,0,1,0,0,1
38,17,1,1,0,3,0,0.4,0,1,0,1,0,1,1,0
15,15,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
36,12,0,0,0,2,0,0.65,1,0,1,0,0,0,0,1
40,13,0,0,0,5,0,0.25,0,1,0,1,1,0,1,0
25,5,0,1,0,6,0,0.65,1,0,1,0,1,0,0,0
28,7,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0
28,9,1,0,1,1,0,0.8,0,1,1,0,0,0,0,0
31,17,1,0,0,6,0,0.8,1,0,1,0,0,0,0,0
24,2,0,0,0,5,0,0.1,0,0,0,0,1,0,1,0
36,12,0,0,1,1,0,0.25,0,1,0,1,0,1,0,0
40,7,0,0,1,1,0,0.45,0,1,1,0,0,1,0,1
23,9,1,1,1,4,0,0.25,0,0,0,0,0,1,0,1
17,4,0,0,0,1,0,0.45,1,0,1,0,1,0,1,0
21,2,0,0,0,5,0,0.65,1,0,1,0,1,0,0,0
22,23,0,0,0,5,0,0.45,0,1,0,1,0,0,1,0
20,14,0,1,0,2,0,0.65,1,0,1,0,0,0,0,0
35,20,0,0,1,4,0,0.3,0,0,0,0,0,0,1,0
37,15,0,0,0,5,0,0.3,0,0,0,0,0,0,1,0
18,22,0,0,0,5,0,0.45,1,0,1,0,1,0,1,0
36,23,0,0,0,6,0,0.3,0,0,0,0,0,0,0,1
16,11,0,1,0,4,0,0.1,0,0,0,0,1,0,0,1
37,8,1,0,0,4,0,0.6,0,1,0,1,0,0,0,0
36,16,0,0,0,3,0,0.65,1,0,1,0,1,0,0,0
36,8,1,0,0,4,0,0.45,0,0,0,0,0,0,0,0
25,16,0,0,1,2,0,0.45,1,0,1,0,0,1,0,0
39,0,0,1,1,3,0,0.65,1,0,1,0,0,0,0,1
29,13,0,1,0,2,0,0.1,0,0,0,0,0,1,1,0
16,17,1,0,0,1,0,0.45,0,0,0,0,0,0,0,0
21,10,1,0,0,6,0,0.65,0,0,0,0,0,0,1,0
17,19,1,0,1,2,0,0.8,0,1,1,0,0,0,0,1
40,11,0,0,0,6,0,0.3,0,0,0,0,0,0,1,0
18,13,0,0,0,2,0,0.25,0,1,0,1,0,1,0,0
23,2,0,0,0,5,1,0.55,0,1,1,0,0,1,0,0
31,14,0,0,1,1,0,0.1,0,0,0,0,0,1,1,0
25,4,0,0,1,2,0,0.45,0,1,1,0,1,0,1,0
35,7,0,0,0,3,0,0.45,1,0,1,0,1,0,1,0
38,19,1,0,0,3,0,0.6,0,1,0,1,0,0,1,0
29,7,0,0,1,3,0,0.65,1,0,1,0,0,1,0,1
22,4,0,0,1,2,0,0.45,1,0,1,0,0,1,1,0
38,18,1,0,0,3,0,0.4,0,1,0,1,1,0,0,1
33,10,1,1,0,2,0,0.25,0,0,0,0,0,1,1,0
21,16,0,0,1,2,0,0.3,0,0,0,0,1,0,1,0
37,15,0,1,0,5,0,0.45,1,0,1,0,0,1,1,0
29,15,0,0,0,2,0,0.45,0,1,1,0,1,0,1,0
27,4,0,1,0,5,0,0.45,0,1,1,0,0,1,0,1
19,20,0,0,0,4,0,0.3,0,0,0,0,0,1,1,0
32,2,0,0,0,2,0,0.25,0,1,0,1,1,0,0,0
27,10,1,0,1,2,0,1.0,0,1,1,0,0,0,1,0
21,16,0,0,0,4,0,0.25,0,1,0,1,0,1,0,0
32,7,0,0,1,4,0,0.45,1,0,1,0,0,1,0,0
28,15,0,0,1,2,0,0.25,0,1,0,1,0,1,0,0
23,2,0,0,1,1,0,0.65,0,1,1,0,1,0,1,0
36,12,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
34,7,0,0,0,6,0,0.65,1,0,1,0,0,0,0,0
40,13,0,0,0,6,0,0.65,1,0,1,0,0,1,1,0
22,4,0,0,0,3,0,0.1,0,0,0,0,1,0,0,1
32,13,0,0,1,5,0,0.3,0,0,0,0,1,0,1,0
18,11,0,0,0,3,0,0.1,0,0,0,0,0,1,0,0
29,23,0,1,0,1,0,0.1,0,0,0,0,0,1,1,0
38,20,0,1,0,4,0,0.1,0,0,0,0,1,0,1,0
21,3,0,0,1,5,0,0.45,0,1,1,0,1,0,1,0
30,16,0,0,1,5,0,0.1,0,0,0,0,1,0,0,1
21,17,1,0,1,5,0,0.45,0,0,0,0,0,0,0,1
26,6,0,0,1,2,0,0.45,1,0,1,0,0,1,0,1
24,14,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0
27,17,1,1,0,6,0,0.25,0,0,0,0,0,1,0,1
36,11,0,0,1,3,0,0.65,0,1,1,0,0,0,0,0
36,10,1,1,0,6,0,0.45,0,0,0,0,0,0,0,1
17,14,0,0,1,5,0,0.3,0,0,0,0,0,0,1,0
18,9,1,1,0,3,0,0.4,0,1,0,1,0,1,1,0
22,17,1,0,1,4,0,1.0,0,1,1,0,0,0,1,0
19,6,0,1,0,4,0,0.1,0,0,0,0,0,1,0,0
19,2,0,0,0,3,0,0.1,0,0,0,0,1,0,0,1
26,20,0,0,0,3,0,0.1,0,0,0,0,0,1,0,0
33,12,0,0,1,3,0,0.1,0,0,0,0,0,1,1,0
18,19,1,0,1,2,0,0.8,0,1,1,0,0,0,1,0
37,13,0,0,0,2,0,0.45,1,0,1,0,0,1,0,1
28,8,1,0,0,2,0,0.8,1,0,1,0,0,0,1,0
32,21,0,0,0,2,0,0.45,1,0,1,0,1,0,0,0
21,12,0,0,0,2,0,0.65,0,1,1,0,0,0,0,0
22,15,0,0,1,3,0,0.1,0,0,0,0,1,0,0,1
32,12,0,0,0,3,0,0.45,0,1,1,0,1,0,1,0
28,17,1,0,0,5,0,1.0,0,1,1,0,0,0,0,1
28,5,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
35,21,0,0,1,6,0,0.45,0,1,1,0,1,0,0,0
20,13,0,0,1,1,0,0.1,0,0,0,0,0,1,0,1
22,15,0,0,1,1,0,0.65,1,0,1,0,0,0,1,0
15,4,0,0,1,6,0,0.1,0,0,0,0,1,0,1,0
32,2,0,1,0,4,0,0.45,0,1,0,1,0,0,0,1
23,15,0,0,1,3,0,0.45,1,0,1,0,1,0,0,0
36,5,0,1,0,3,0,0.45,1,0,1,0,0,1,0,1
40,6,0,0,0,2,0,0.1,0,0,0,0,1,0,1,0
25,5,0,0,1,4,0,0.45,1,0,1,0,1,0,0,1
39,0,0,0,1,1,0,0.65,1,0,1,0,1,0,0,0
32,19,1,1,1,5,0,0.45,0,0,0,0,0,0,1,0
32,10,1,1,1,1,0,0.6,1,0,1,0,0,1,0,0
20,1,0,0,0,3,0,0.25,0,1,0,1,1,0,0,1
37,14,0,0,1,5,0,0.45,1,0,1,0,0,1,0,0
19,8,1,0,1,4,0,0.8,1,0,1,0,0,0,1,0
36,5,0,0,1,2,0,0.45,0,1,1,0,0,1,0,0
38,9,1,0,0,6,0,0.8,0,1,1,0,0,0,0,0
32,3,0,0,0,3,0,0.1,0,0,0,0,0,1,0,1
33,3,0,0,1,4,0,0.1,0,0,0,0,1,0,1,0
23,9,1,0,0,3,0,0.8,1,0,1,0,0,0,0,1
30,11,0,1,0,1,0,0.65,1,0,1,0,0,1,1,0
16,21,0,0,0,5,0,0.25,0,1,0,1,1,0,0,0
39,18,1,0,1,2,0,0.65,0,0,0,0,0,0,0,1
32,20,0,0,1,6,0,0.45,1,0,1,0,1,0,0,1
28,18,1,0,1,5,0,0.8,0,1,1,0,0,0,1,0
16,19,1,0,0,3,0,0.8,1,0,1,0,0,0,0,0
29,11,0,0,0,5,0,0.1,0,0,0,0,1,0,0,1
27,17,1,0,0,2,0,0.6,0,1,0,1,0,0,0,0
16,5,0,0,1,1,0,0.65,1,0,1,0,0,0,0,1
32,5,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1
18,21,0,0,1,4,0,0.85,0,1,1,0,0,0,0,1
37,2,0,0,0,4,0,0.45,0,1,0,1,0,0,1,0
34,14,0,0,0,4,0,0.65,1,0,1,0,0,0,0,1
36,12,0,0,0,4,0,0.3,0,0,0,0,1,0,0,0
36,11,0,0,0,4,0,0.45,0,1,0,1,0,0,0,0
34,18,1,0,0,5,0,0.6,0,1,0,1,0,0,0,0
33,10,1,0,0,2,0,0.65,0,0,0,0,0,0,1,0
31,21,0,0,1,2,0,0.65,0,1,1,0,0,0,0,1
33,11,0,0,0,5,0,0.3,0,0,0,0,0,0,1,0
24,13,0,1,1,3,0,0.1,0,0,0,0,1,0,1,0
16,20,0,1,0,3,0,0.3,0,0,0,0,1,0,1,0
38,1,0,0,0,6,0,0.45,0,1,1,0,1,0,0,0
30,3,0,1,1,1,0,0.65,1,0,1,0,0,0,0,0
17,21,0,1,1,3,0,0.3,0,0,0,0,0,0,0,0
40,2,0,0,1,1,0,0.25,0,1,0,1,1,0,1,0
26,14,0,0,0,2,0,0.1,0,0,0,0,0,1,0,0
34,4,0,0,0,5,0,0.45,1,0,1,0,1,0,1,0
17,22,0,0,0,1,0,0.1,0,0,0,0,0,1,1,0
26,1,0,0,1,1,0,0.45,0,1,1,0,1,0,1,0
32,18,1,0,1,4,0,0.8,1,0,1,0,0,0,0,0
35,21,0,0,1,5,0,0.65,1,0,1,0,0,1,0,1
20,8,1,0,1,1,0,0.8,1,0,1,0,0,0,0,1
28,13,0,0,0,1,0,0.65,0,1,1,0,0,0,0,1
18,1,0,1,0,6,0,0.1,0,0,0,0,1,0,0,0
37,1,0,1,1,6,0,0.45,0,1,1,0,0,1,0,0
22,13,0,0,1,4,0,0.45,0,1,1,0,0,1,0,1
39,22,0,1,0,2,0,0.25,0,1,0,1,1,0,0,1
36,23,0,1,1,1,0,0.45,0,1,1,0,0,1,0,0
28,20,0,0,1,3,0,0.1,0,0,0,0,0,1,1,0
39,20,0,0,0,4,0,0.85,0,1,1,0,0,0,0,1
40,19,1,1,1,2,0,0.8,1,0,1,0,0,0,1,0
17,18,1,0,0,5,0,0.8,1,0,1,0,0,1,0,0
36,4,0,0,1,1,0,0.65,0,1,1,0,1,0,0,1
26,22,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
16,23,0,0,0,4,0,0.65,0,1,0,1,0,0,0,1
30,10,1,0,0,1,0,0.6,1,0,1,0,0,1,0,1
26,16,0,0,1,2,0,0.45,0,1,0,1,0,0,0,1
25,19,1,0,1,6,0,1.0,1,0,1,0,0,0,0,1
39,6,0,0,0,5,0,0.5,0,0,0,0,0,0,0,1
24,17,1,0,0,3,0,0.6,1,0,1,0,0,1,1,0
22,9,1,1,0,3,0,0.45,0,0,0,0,0,0,0,1
16,8,1,0,0,6,0,0.6,0,1,0,1,0,0,1,0
39,8,1,0,0,6,0,0.6,0,1,1,0,0,1,0,0
29,3,0,1,1,2,0,0.45,1,0,1,0,1,0,0,1
19,23,0,1,1,1,0,0.1,0,0,0,0,0,1,0,1
